,genre,artist_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,liveness_binary,danceability_binary,Major,Minor,A,A#,B,C,C#,D,D#,E,F,F#,G,G#
122446,15,2036,49576,8,0.993,0.541,145773,0.0828,1.56e-05,0.12,-18.135,0.134,93.317,1,0.244,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
122457,15,5161,48275,9,0.882,0.132,234867,0.187,0.000938,0.106,-18.831,0.0371,85.755,1,0.162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
122517,15,8280,82212,8,0.955,0.628,71160,0.14800000000000002,0.0,0.124,-18.941,0.154,88.545,1,0.631,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
122632,15,8128,94431,13,0.934,0.411,44719,0.438,0.5760000000000001,0.112,-12.856,0.0429,84.414,1,0.0866,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
122642,15,762,85091,7,0.873,0.55,177533,0.0445,1.19e-06,0.6829999999999999,-15.273,0.109,104.858,1,0.341,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
122649,15,4297,66085,8,0.639,0.6779999999999999,49373,0.32,0.0030800000000000003,0.985,-19.345,0.893,106.143,1,0.833,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
122702,15,8855,68436,7,0.95,0.359,163533,0.202,0.00605,0.11,-14.115,0.0463,94.652,1,0.297,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
122712,15,8128,10095,6,0.871,0.18600000000000005,136453,0.0382,0.407,0.21600000000000005,-25.156,0.0407,71.523,1,0.0374,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
122714,15,1893,28683,7,0.895,0.6859999999999999,157013,0.359,0.0,0.101,-8.165,0.0858,143.997,1,0.6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
122755,15,6394,65546,25,0.731,0.457,63200,0.0407,9.19e-05,0.0826,-18.206,0.0463,82.441,1,0.277,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
122786,15,8128,31625,6,0.957,0.101,66907,0.0188,0.949,0.166,-26.212,0.0499,88.861,1,0.172,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
122794,15,4064,7029,23,0.149,0.649,120093,0.537,0.0,0.1,-14.244000000000002,0.0672,110.368,1,0.7659999999999999,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
122826,15,294,104155,6,0.609,0.262,186627,0.211,0.685,0.21,-17.548,0.0431,114.255,1,0.0524,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
122829,15,5597,39951,4,0.8809999999999999,0.403,77573,0.199,0.0,0.134,-8.461,0.0359,96.304,1,0.416,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
122844,15,8128,1837,8,0.907,0.542,150533,0.691,0.00133,0.6709999999999999,-8.597999999999999,0.442,129.639,1,0.63,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
122890,15,8311,68148,4,0.7170000000000001,0.6890000000000001,151507,0.407,0.0,0.369,-9.764,0.0575,145.877,1,0.6970000000000001,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123008,15,9538,105336,5,0.7959999999999999,0.539,113467,0.193,0.000217,0.136,-13.208,0.0307,114.177,1,0.111,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
123022,15,2758,26597,4,0.36,0.464,159400,0.619,0.0,0.0814,-4.909,0.0346,120.557,1,0.391,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
123188,15,6037,14707,5,0.951,0.25,149933,0.192,1.4800000000000002e-05,0.0702,-15.899,0.0362,93.668,1,0.192,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
123245,15,1477,88349,12,0.894,0.268,200493,0.371,0.000669,0.958,-10.055,0.0341,77.399,1,0.189,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123282,15,762,21314,3,0.718,0.665,239307,0.293,0.0,0.125,-15.928,0.934,99.766,1,0.198,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
123323,15,556,31302,3,0.818,0.636,48293,0.574,0.000225,0.631,-12.654000000000002,0.8109999999999999,76.041,1,0.452,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
123349,15,8128,43756,5,0.8590000000000001,0.421,45360,0.0725,0.633,0.141,-14.143,0.0529,103.02,1,0.289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
123350,15,8128,44855,5,0.794,0.177,200333,0.125,4.36e-05,0.0881,-14.229,0.037000000000000005,83.035,1,0.0494,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
123386,15,8128,74459,9,0.985,0.24,202747,0.158,0.0,0.107,-15.255,0.0371,135.752,1,0.0896,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
123441,15,1822,8879,0,0.979,0.237,72373,0.0841,2.0600000000000006e-05,0.17,-26.41,0.06,173.83,1,0.086,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
123443,15,2036,13470,1,0.994,0.305,204760,0.202,0.17,0.135,-15.343,0.0508,82.374,1,0.193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
123450,15,5833,26465,0,0.915,0.14300000000000002,101053,0.0757,0.305,0.126,-22.503,0.044,102.349,1,0.0764,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
123455,15,1822,39254,0,0.978,0.414,42293,0.14,0.0,0.294,-20.196,0.0413,74.334,1,0.96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123515,15,9610,72906,0,0.983,0.848,33467,0.191,0.0339,0.09,-11.254,0.0668,88.749,1,0.921,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
123549,15,1822,30487,0,0.972,0.428,229707,0.16,1.2e-05,0.16399999999999998,-24.47,0.227,82.486,1,0.268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
123552,15,6798,34424,0,0.956,0.128,151453,0.0311,0.00246,0.106,-25.093000000000004,0.0435,181.086,1,0.0726,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
123578,15,1822,91708,0,0.893,0.508,170707,0.12,0.0,0.229,-24.989,0.57,162.692,1,0.281,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
123592,15,5833,19094,0,0.89,0.165,88813,0.128,0.933,0.14,-20.641,0.0386,134.931,1,0.047,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
123600,15,5833,45032,0,0.958,0.331,78400,0.0158,0.421,0.158,-26.775,0.045,132.48,1,0.0521,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
123630,15,8311,33180,0,0.7809999999999999,0.711,81533,0.17600000000000002,0.0,0.114,-22.75,0.951,87.743,1,0.61,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
123681,15,1822,58955,0,0.978,0.332,138200,0.0284,0.000745,0.28800000000000003,-29.565,0.047,129.453,1,0.189,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
123686,15,1822,1886,0,0.833,0.527,107628,0.0235,0.0,0.123,-32.582,0.5329999999999999,81.202,1,0.217,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
123689,15,8731,8371,0,0.977,0.483,163897,0.201,0.000712,0.861,-15.812,0.0403,81.434,1,0.255,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
123698,15,7751,33000,1,0.918,0.7559999999999999,184800,0.0512,0.0,0.315,-17.346,0.235,94.458,1,0.421,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
123717,15,1062,84290,1,0.705,0.8240000000000001,65133,0.218,0.0,0.162,-20.395,0.946,111.805,1,0.542,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
123720,15,1822,86517,0,0.568,0.625,91933,0.0735,0.0,0.124,-30.308000000000003,0.478,99.795,1,0.365,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
123812,15,1822,18978,0,0.985,0.475,130067,0.245,0.00015,0.115,-22.009,0.0934,130.263,1,0.319,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
123833,15,7751,72548,1,0.921,0.688,197173,0.133,0.0,0.223,-16.762999999999998,0.179,84.676,1,0.506,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
123867,15,2722,19146,0,0.8540000000000001,0.5329999999999999,136653,0.273,0.0,0.218,-12.688,0.114,77.65899999999998,1,0.441,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
123868,15,4064,19346,9,0.46,0.457,139413,0.381,0.0,0.124,-9.46,0.191,96.542,1,0.598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
124003,15,8280,5985,1,0.974,0.521,119840,0.158,0.932,0.115,-11.805,0.0536,84.251,1,0.0853,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
124062,15,4659,48173,0,0.912,0.715,218960,0.217,0.0,0.318,-20.382,0.8959999999999999,122.323,1,0.669,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
124160,15,4659,16936,0,0.8740000000000001,0.708,35800,0.135,0.0,0.456,-17.771,0.627,126.917,1,0.468,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
124162,15,8128,19409,0,0.994,0.5760000000000001,26067,0.0114,0.979,0.136,-21.068,0.0736,72.1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
124205,15,4064,47236,0,0.962,0.541,161518,0.0357,6.21e-05,0.0802,-16.05,0.191,80.87,1,0.328,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
124273,15,1893,97202,0,0.556,0.5710000000000001,164760,0.614,0.0,0.0923,-8.798,0.0385,113.946,1,0.354,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
124367,15,4064,68223,1,0.7040000000000001,0.335,236427,0.35,0.0,0.434,-13.072,0.154,177.49,1,0.392,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124381,15,4298,87104,0,0.0214,0.489,180096,0.68,0.0,0.0545,-8.675,0.043,126.179,1,0.545,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
124556,24,1006,44956,40,0.8270000000000001,0.479,149973,0.477,0.0101,0.12,-8.453,0.471,73.60300000000002,1,0.14800000000000002,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
124656,24,4560,103543,37,0.759,0.359,136227,0.229,0.0,0.278,-8.905,0.0346,95.237,1,0.183,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
125012,25,2404,459,66,0.994,0.375,58387,0.00406,0.908,0.0842,-31.824,0.0671,139.68200000000002,1,0.358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
125078,25,5549,28420,54,0.7190000000000001,0.173,161472,0.0683,0.799,0.14,-25.193,0.0467,120.463,1,0.0379,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
125096,25,4966,19928,56,0.954,0.212,234040,0.0443,0.537,0.0998,-24.6,0.0434,106.632,1,0.139,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
125101,25,3977,59350,55,0.0561,0.0835,235838,0.0284,0.957,0.267,-35.18,0.07,166.916,1,0.0306,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
125110,25,6492,159,52,0.875,0.0944,50573,0.0916,0.455,0.0822,-22.698,0.0358,163.355,1,0.0354,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
125123,25,7228,6696,50,0.614,0.0794,174187,0.201,0.86,0.108,-17.336,0.0406,81.682,1,0.0412,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
125137,25,5199,105749,56,0.923,0.17600000000000002,46267,0.0465,0.992,0.0493,-14.545,0.0401,89.818,1,0.21600000000000005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
125156,25,7228,55756,50,0.872,0.0857,195227,0.28,0.767,0.0524,-17.998,0.0532,83.98200000000001,1,0.103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
125187,25,4966,86422,55,0.905,0.222,91493,0.117,0.919,0.111,-20.966,0.0433,91.624,1,0.0883,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
125207,25,1701,47227,53,0.975,0.27,83613,0.0978,0.926,0.127,-18.882,0.0373,113.387,1,0.151,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
125233,25,4722,85914,51,0.98,0.133,237794,0.0297,0.956,0.0906,-29.885,0.044,88.834,1,0.0322,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
125241,25,1962,25083,45,0.937,0.231,62373,0.32299999999999995,0.919,0.616,-15.263,0.0431,82.03299999999999,1,0.038,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
125276,25,6492,25772,45,0.992,0.196,39253,0.0428,0.958,0.0718,-26.904,0.0377,81.51899999999998,1,0.0686,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
125286,25,10412,69657,53,0.922,0.0947,73573,0.0076700000000000015,0.15,0.0781,-34.0,0.0425,163.238,1,0.133,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
125317,25,10657,8120,42,0.0263,0.133,104440,0.269,0.85,0.128,-16.101,0.0291,84.12700000000002,1,0.0366,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
125327,25,6492,18295,47,0.6659999999999999,0.27,165947,0.235,0.82,0.5539999999999999,-15.955,0.0531,107.112,1,0.0707,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
125365,25,4951,53036,52,0.7609999999999999,0.103,206853,0.131,0.941,0.0693,-18.834,0.0384,82.47399999999998,1,0.0389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
125460,25,10412,84880,49,0.102,0.079,112973,0.149,0.915,0.111,-20.372,0.0486,81.277,1,0.111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
125486,25,4966,37664,45,0.7859999999999999,0.0843,140573,0.133,0.606,0.173,-23.032,0.0319,73.167,1,0.0435,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
125521,25,7228,49455,43,0.9,0.0779,110987,0.217,0.925,0.0768,-24.741,0.0477,80.878,1,0.0974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
125656,25,3977,98253,46,0.007140000000000001,0.423,223873,0.775,0.8270000000000001,0.0883,-9.504,0.0867,143.996,1,0.0477,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
125670,25,6432,22949,45,0.974,0.248,59933,0.0904,0.7040000000000001,0.12,-22.95,0.0417,112.178,1,0.0349,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
125679,25,2394,93941,40,0.6509999999999999,0.421,166440,0.342,3.64e-06,0.085,-14.659,0.165,65.67699999999999,1,0.655,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
125742,25,4544,75216,41,0.863,0.17,177493,0.0411,0.624,0.0663,-33.005,0.0385,138.675,1,0.0522,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
125747,25,5199,106286,47,0.989,0.456,75707,0.202,0.888,0.111,-26.661,0.0495,115.648,1,0.0651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
125752,25,4073,32185,47,0.948,0.0833,159745,0.139,0.838,0.115,-19.683,0.0326,169.57299999999995,1,0.0393,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
125823,25,354,30568,36,0.95,0.17600000000000002,171720,0.0398,0.961,0.13699999999999998,-31.831,0.0364,83.054,1,0.0754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
125848,25,1701,66465,43,0.745,0.16,200791,0.01,0.414,0.0856,-32.968,0.0472,164.1,1,0.0622,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
125864,25,4966,104896,41,0.8059999999999999,0.152,198813,0.0365,0.875,0.158,-27.613000000000003,0.0387,135.634,1,0.037000000000000005,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
125944,25,7059,85069,45,0.866,0.409,222693,0.189,0.0455,0.293,-19.332,0.0312,86.086,1,0.111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
125976,25,2842,12058,42,0.99,0.355,91027,0.0592,0.968,0.104,-22.256,0.0469,109.465,1,0.0775,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
126039,25,3892,23168,44,0.952,0.4920000000000001,128827,0.0126,0.294,0.0744,-22.416,0.0765,142.24200000000005,1,0.107,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
126066,25,3977,52955,43,0.359,0.172,73510,0.0438,0.833,0.0906,-24.02,0.0447,82.943,1,0.0325,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
126083,25,1962,41313,36,0.92,0.403,139667,0.0327,0.188,0.162,-25.036,0.039,131.149,1,0.0374,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
126084,25,7230,93220,41,0.779,0.192,236627,0.315,0.8809999999999999,0.102,-19.293,0.0596,105.004,1,0.036000000000000004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
126129,25,8111,108697,42,0.3670000000000001,0.14300000000000002,166747,0.122,0.37,0.101,-21.771,0.0416,102.647,1,0.0271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
126173,25,5199,30976,44,0.98,0.4920000000000001,105933,0.121,0.8220000000000001,0.12,-28.221,0.0374,105.015,1,0.5589999999999999,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
126192,25,6736,41670,43,0.78,0.201,97773,0.317,0.901,0.242,-9.555,0.0319,108.313,1,0.0546,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
126203,25,3977,37260,34,0.411,0.0913,118439,0.185,0.928,0.0461,-17.738,0.0447,75.098,1,0.0516,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
126226,25,4542,48504,46,0.966,0.292,189707,0.101,0.8959999999999999,0.115,-19.78,0.0376,84.421,1,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
126257,25,4966,21823,38,0.0913,0.0881,198000,0.0103,0.889,0.109,-31.523000000000003,0.0464,85.536,1,0.0321,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
126273,25,4966,99818,37,0.8340000000000001,0.5329999999999999,212493,0.485,0.6890000000000001,0.394,-10.946,0.0303,78.899,1,0.199,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
126278,25,4204,41538,42,0.917,0.118,87867,0.0942,0.5489999999999999,0.115,-22.343000000000004,0.0511,77.051,1,0.0384,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
126284,25,6619,21389,43,0.722,0.093,228494,0.0705,0.963,0.0656,-16.982,0.0402,87.729,1,0.0331,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
126411,25,4911,40827,37,0.389,0.504,212625,0.369,0.885,0.103,-16.18,0.0382,136.02200000000002,1,0.0361,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
126436,25,10412,107993,38,0.917,0.339,85227,0.174,0.7959999999999999,0.109,-17.89,0.0334,105.029,1,0.0769,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
126437,25,2382,100714,38,0.322,0.155,132020,0.258,0.939,0.118,-12.968,0.0485,149.99200000000005,1,0.0362,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
126509,25,4904,1012,39,0.9,0.159,122093,0.136,0.946,0.113,-23.234,0.0389,86.87799999999999,1,0.0806,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
126554,25,776,33463,42,0.994,0.223,229143,0.219,0.96,0.081,-19.114,0.0432,79.673,1,0.0387,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
126587,25,1967,18418,41,0.964,0.165,141972,0.135,0.955,0.0824,-19.326,0.0421,137.615,1,0.0464,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
126602,25,6191,42841,41,0.381,0.129,152400,0.267,0.934,0.0778,-19.035,0.0433,79.775,1,0.0373,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
126603,25,2382,55588,37,0.0148,0.235,74313,0.423,0.924,0.0781,-8.711,0.0749,133.928,1,0.202,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
126605,25,6619,59721,41,0.962,0.168,82298,0.0426,0.938,0.111,-24.3,0.0486,128.67700000000002,1,0.0893,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
126672,25,6619,25940,40,0.8640000000000001,0.106,193674,0.232,0.861,0.112,-21.734,0.0446,90.944,1,0.0346,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
126678,25,354,104216,37,0.964,0.154,75653,0.106,0.957,0.0718,-20.978,0.0402,75.227,1,0.0354,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
126700,25,8125,72204,32,0.83,0.152,229333,0.0258,0.962,0.106,-28.291,0.0477,73.57,1,0.0297,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
126718,25,10412,60799,38,0.928,0.111,164493,0.031,0.957,0.0959,-27.134,0.036000000000000004,86.208,1,0.0394,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
126727,25,4966,100266,35,0.482,0.172,179080,0.105,0.8909999999999999,0.134,-26.177,0.0539,74.49,1,0.0258,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
126765,25,10412,79915,39,0.964,0.384,127347,0.0213,0.944,0.071,-32.061,0.0378,93.999,1,0.0693,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
126807,25,7684,94166,37,0.942,0.547,95160,0.117,0.963,0.0704,-17.352999999999998,0.0361,110.377,1,0.145,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
126809,25,4618,768,34,0.96,0.142,97040,0.068,0.578,0.0696,-21.982,0.0454,67.693,1,0.0772,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
126820,25,2173,11139,37,0.982,0.177,70667,0.0767,0.8740000000000001,0.105,-19.742,0.0429,73.11399999999998,1,0.0847,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
126868,25,5009,445,35,0.942,0.215,78160,0.0358,0.972,0.083,-20.578000000000007,0.0458,68.438,1,0.0695,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
126955,25,10412,52004,36,0.967,0.17,104093,0.0113,0.9,0.08800000000000001,-35.208,0.0401,78.089,1,0.0475,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
127015,25,2382,13520,36,0.861,0.138,138140,0.0539,0.943,0.109,-28.878,0.0431,76.821,1,0.0472,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
127061,25,6196,66184,39,0.924,0.28300000000000003,140693,0.0407,0.0493,0.103,-16.148,0.0482,74.358,1,0.0683,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
127077,25,6619,49854,38,0.8290000000000001,0.132,87867,0.0938,0.8909999999999999,0.105,-29.115,0.0489,144.8,1,0.0558,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
127130,25,3086,39024,42,0.991,0.238,198853,0.0865,0.915,0.0866,-21.735,0.0336,137.946,1,0.136,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
127162,25,6619,12091,34,0.728,0.16,187627,0.0903,0.974,0.133,-25.061,0.0398,93.024,1,0.0371,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
127360,25,294,7431,40,0.948,0.457,81059,0.109,4.93e-06,0.149,-12.365,0.18600000000000005,202.681,1,0.463,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
127390,25,7228,22738,34,0.989,0.183,53893,0.00281,0.509,0.193,-38.991,0.0381,69.492,1,0.438,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
127408,25,354,57812,37,0.784,0.0732,106920,0.0858,0.964,0.0976,-24.43,0.0361,78.342,1,0.0377,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
127490,25,6742,4286,36,0.986,0.161,114360,0.00496,0.934,0.0835,-36.014,0.0403,70.648,1,0.126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
127495,25,6542,3669,34,0.983,0.312,110720,0.0212,0.0237,0.17,-27.131,0.0511,133.012,1,0.163,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
127501,25,6736,9122,37,0.669,0.181,39453,0.122,0.00015800000000000002,0.115,-17.288,0.0372,85.191,1,0.0413,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
127543,25,6736,80233,38,0.98,0.155,221267,0.0041600000000000005,0.515,0.0878,-33.9,0.0395,89.916,1,0.0363,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
127591,25,2404,48912,38,0.0816,0.155,113867,0.718,0.945,0.105,-11.013,0.057,102.563,1,0.0383,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
127599,25,4904,60748,34,0.877,0.0744,131611,0.0836,0.93,0.11,-24.137,0.0434,80.105,1,0.0394,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
127627,25,6619,26327,37,0.929,0.132,122840,0.015,0.79,0.0839,-35.109,0.0433,144.222,1,0.0306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
127663,25,6619,82800,36,0.992,0.184,120120,0.103,0.971,0.109,-28.783,0.0455,75.64699999999998,1,0.0325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
127676,25,354,104641,35,0.879,0.277,91587,0.0972,0.935,0.102,-18.895,0.0417,72.096,1,0.0354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
127755,25,10412,32058,30,0.64,0.159,43240,0.0473,0.856,0.0921,-30.394,0.0466,142.86,1,0.0281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
127804,25,6191,72027,38,0.6679999999999999,0.201,178813,0.0476,0.981,0.0751,-30.23,0.0455,108.817,1,0.0319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
127814,25,6619,74287,35,0.992,0.18,120000,0.0823,0.955,0.109,-28.944000000000006,0.0433,73.727,1,0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
127827,25,5783,23602,35,0.759,0.165,177413,0.156,0.765,0.075,-17.2,0.0422,87.691,1,0.0397,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
127845,25,591,29463,35,0.966,0.188,125320,0.237,0.871,0.0788,-17.337,0.0406,124.162,1,0.0372,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
127860,25,354,44811,36,0.966,0.0981,161000,0.0182,0.8809999999999999,0.0871,-22.841,0.0355,77.122,1,0.0366,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
127933,25,8068,99778,34,0.8690000000000001,0.14800000000000002,66760,0.0289,0.431,0.0967,-22.791,0.0441,89.834,1,0.0658,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
127980,25,1021,107122,28,0.495,0.101,178385,0.234,0.918,0.121,-17.869,0.0527,174.842,1,0.0291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
128054,25,3561,97835,38,0.965,0.254,150400,0.0433,0.4,0.108,-21.29,0.0361,78.962,1,0.0824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
128058,25,6088,44520,36,0.0366,0.157,175227,0.255,0.865,0.102,-17.505,0.035,78.751,1,0.0331,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
128060,25,3018,57476,38,0.913,0.463,96893,0.239,0.0041600000000000005,0.118,-11.639,0.0342,113.568,1,0.324,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
128068,25,6088,70591,37,0.0179,0.29100000000000004,174107,0.28800000000000003,0.901,0.33,-13.012,0.0467,120.003,1,0.0377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
