,genre,artist_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,liveness_binary,danceability_binary,Major,Minor,A,A#,B,C,C#,D,D#,E,F,F#,G,G#
34859,16,8285,48475,25,0.911,0.264,199960,0.161,0.000404,0.0814,-21.961,0.0413,129.821,5,0.138,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
34861,16,3088,21788,21,0.992,0.3720000000000001,217813,0.303,0.00042,0.35100000000000003,-9.177,0.0389,126.975,5,0.214,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34864,16,3726,32908,25,0.968,0.303,238640,0.0282,0.000381,0.115,-25.284,0.0644,96.571,5,0.0655,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
34875,16,3417,15932,26,0.978,0.21600000000000005,130480,0.0512,0.0008699999999999999,0.604,-20.776,0.0492,177.565,5,0.0849,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34893,16,6174,10970,29,0.956,0.32,239493,0.476,0.000225,0.948,-12.469,0.0922,107.313,5,0.397,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
34904,16,3726,74848,25,0.954,0.381,212880,0.118,0.0,0.134,-19.314,0.0676,86.994,5,0.106,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
34927,16,6174,82370,23,0.912,0.316,118440,0.303,0.00182,0.168,-14.468,0.0408,132.343,5,0.199,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34928,16,3659,108010,21,0.923,0.43,224373,0.0912,2.61e-06,0.0752,-24.245,0.128,139.094,5,0.147,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34939,16,8285,90785,22,0.8059999999999999,0.403,224400,0.175,0.947,0.0915,-16.844,0.313,116.404,5,0.118,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34979,16,6174,41665,22,0.973,0.249,184000,0.142,0.00713,0.37,-18.412,0.0454,121.648,5,0.14400000000000002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
34980,16,3088,12888,21,0.996,0.29600000000000004,208960,0.187,0.00221,0.18600000000000005,-12.972,0.0322,70.123,5,0.162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34992,16,3726,102936,20,0.982,0.335,229547,0.0896,0.000166,0.194,-21.245,0.0693,79.79,5,0.0513,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35032,16,3417,43462,23,0.98,0.4,59507,0.0594,0.00215,0.112,-18.194000000000006,0.045,95.628,5,0.108,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35033,16,3416,45885,23,0.99,0.386,101680,0.187,1.12e-05,0.0847,-16.369,0.0487,110.106,5,0.527,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35035,16,5190,38647,27,0.925,0.201,195280,0.295,0.384,0.114,-12.357,0.0406,71.085,5,0.0525,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
35071,16,331,40259,23,0.995,0.241,176507,0.0409,0.102,0.111,-26.171,0.053,70.215,5,0.0675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35073,16,509,31666,27,0.95,0.146,218781,0.109,0.0273,0.107,-16.406,0.0428,73.146,5,0.0354,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
35076,16,3413,71147,14,0.889,0.252,85253,0.141,0.287,0.107,-19.213,0.0351,108.499,5,0.353,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
35118,16,1787,58159,16,0.931,0.196,186733,0.0569,0.962,0.0873,-22.672,0.0439,72.046,5,0.0349,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35122,16,8285,52251,11,0.919,0.333,143733,0.263,0.00563,0.192,-20.985,0.083,147.679,5,0.239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35135,16,3686,29935,15,0.879,0.202,111667,0.282,2.44e-05,0.131,-13.552,0.0371,76.37,5,0.172,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
35144,16,594,6236,22,0.971,0.383,197600,0.0953,0.0162,0.234,-15.838,0.0387,129.316,5,0.234,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35162,16,214,68763,18,0.917,0.28,120440,0.0267,0.807,0.114,-26.239,0.0392,111.724,5,0.0413,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35173,16,3413,8041,11,0.992,0.34600000000000003,149267,0.0933,0.0144,0.0829,-17.734,0.0593,76.165,5,0.119,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
35177,16,3414,76979,21,0.966,0.129,230493,0.0829,0.0448,0.125,-19.623,0.0432,81.514,5,0.0389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35179,16,3686,13658,20,0.985,0.158,172453,0.203,1.66e-05,0.0922,-14.539,0.0448,62.81,5,0.0571,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35247,18,8940,85393,54,0.448,0.545,226449,0.509,0.0,0.336,-7.782,0.256,118.09,5,0.5589999999999999,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35264,18,8560,55669,61,0.229,0.768,206600,0.393,0.375,0.0923,-11.737,0.0399,131.989,5,0.442,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
35291,18,1905,24854,55,0.0232,0.39,237973,0.615,0.0,0.324,-6.483,0.111,87.95200000000001,5,0.5660000000000001,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35352,18,10602,294,57,0.331,0.369,228187,0.444,0.0,0.152,-10.074,0.232,89.572,5,0.385,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
35389,18,5366,24953,54,0.0959,0.448,188844,0.795,0.00146,0.158,-5.6389999999999985,0.359,132.72,5,0.473,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35432,18,4779,24791,51,0.33,0.449,199187,0.478,1.3800000000000003e-05,0.0923,-7.513,0.0559,100.44,5,0.49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
35446,18,1847,87936,55,0.0272,0.412,218507,0.8640000000000001,0.0,0.0808,-3.65,0.13,113.23,5,0.7190000000000001,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35498,18,4779,6559,50,0.0871,0.607,216093,0.388,0.0,0.104,-12.402,0.329,107.091,5,0.404,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35555,18,1104,42410,54,0.321,0.609,224387,0.738,0.0,0.232,-4.444,0.35700000000000004,199.915,5,0.525,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35563,18,4504,58807,53,0.0401,0.527,213827,0.631,0.0,0.0801,-5.442,0.198,116.405,5,0.348,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
35609,18,1905,2156,49,0.048,0.541,228640,0.953,0.0,0.192,-4.229,0.107,111.378,5,0.856,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
35637,18,9085,108814,51,0.943,0.318,49453,0.6579999999999999,1.3699999999999998e-05,0.51,-7.246,0.0685,84.915,5,0.65,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35725,18,7176,4437,53,0.333,0.597,228267,0.638,0.0,0.325,-5.853,0.0723,121.403,5,0.5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35743,18,10804,99733,56,0.221,0.519,229773,0.447,0.0,0.142,-7.332999999999998,0.134,120.086,5,0.36,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
35753,18,6932,28711,50,0.0191,0.479,163584,0.565,0.0,0.28800000000000003,-8.237,0.4270000000000001,75.085,5,0.378,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35824,18,1390,88803,48,0.0249,0.652,199170,0.6809999999999999,0.871,0.121,-5.796,0.209,127.601,5,0.459,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
35926,18,8058,6335,62,0.942,0.555,94224,0.149,0.0,0.135,-6.599,0.0413,107.785,5,0.408,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
36053,18,8225,34346,51,0.214,0.7040000000000001,219560,0.5760000000000001,0.0,0.188,-7.711,0.477,124.955,5,0.586,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
36064,18,5285,88821,51,0.0965,0.421,204290,0.546,0.0,0.0998,-9.424,0.112,101.25,5,0.6809999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36175,18,4642,93740,54,0.8029999999999999,0.763,160655,0.362,4.67e-06,0.16,-10.113,0.5720000000000001,119.855,5,0.5870000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36182,18,5052,6647,53,0.508,0.7390000000000001,137973,0.457,0.00101,0.12,-9.119,0.0412,74.956,5,0.25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
36192,18,6701,7199,40,0.97,0.46,121013,0.14,0.016,0.116,-11.765999999999998,0.0325,109.248,5,0.275,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
36229,18,4578,10057,50,0.858,0.33,46636,0.282,2.99e-05,0.203,-15.25,0.0533,108.192,5,0.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36240,18,1048,10258,47,0.8170000000000001,0.46,185093,0.328,1.23e-05,0.371,-12.415,0.292,151.66,5,0.486,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
36272,18,2596,110003,49,0.162,0.672,191227,0.589,0.0,0.117,-7.312,0.052000000000000005,139.89,5,0.327,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
36299,18,6701,36145,38,0.713,0.48,187933,0.415,0.00217,0.109,-11.179,0.14800000000000002,117.801,5,0.31,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36315,18,11465,63194,48,0.921,0.5670000000000001,133895,0.16,0.0,0.104,-16.465999999999998,0.157,125.492,5,0.807,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
36331,18,4779,90275,46,0.6729999999999999,0.412,127560,0.75,1.92e-05,0.195,-6.585,0.278,105.755,5,0.285,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
36365,18,4214,95276,44,0.244,0.418,195788,0.481,0.0,0.122,-6.556,0.24,89.345,5,0.313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36417,18,7346,51095,52,0.5710000000000001,0.672,218627,0.655,0.0,0.188,-9.768,0.469,113.74,5,0.906,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36534,18,10656,21062,49,0.00457,0.5870000000000001,204632,0.625,0.0,0.17600000000000002,-7.0920000000000005,0.0647,126.201,5,0.231,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36542,18,1905,49773,54,0.0315,0.522,138797,0.557,0.0,0.0884,-6.74,0.161,124.58,5,0.562,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36549,18,6428,49681,44,0.75,0.408,180000,0.301,1.04e-06,0.132,-13.390999999999998,0.0436,83.618,5,0.399,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36580,18,6666,93340,52,0.0989,0.523,167613,0.769,0.0,0.297,-5.385,0.254,113.821,5,0.679,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
36618,18,8316,83058,52,0.0299,0.343,238893,0.65,0.0,0.6459999999999999,-4.624,0.0909,170.697,5,0.315,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
36619,18,10474,69440,51,0.684,0.939,205787,0.455,0.00663,0.0903,-7.394,0.195,118.714,5,0.458,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36708,18,5366,79711,48,0.157,0.4370000000000001,149530,0.623,0.0,0.0919,-7.487,0.28300000000000003,152.613,5,0.396,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36749,18,6976,9178,46,0.439,0.452,185653,0.32,0.0,0.194,-10.879,0.14,83.446,5,0.335,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
36797,11,7769,73665,45,0.792,0.45,229773,0.28,0.00043,0.136,-12.637,0.0279,98.571,5,0.177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36852,11,7867,40000,44,0.953,0.446,60707,0.0105,1.0800000000000003e-05,0.111,-25.383000000000006,0.0503,72.141,5,0.326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36896,11,7248,44788,40,0.74,0.276,211771,0.287,0.0,0.0585,-10.728,0.0468,191.056,5,0.371,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36964,11,5734,88419,45,0.875,0.617,106000,0.253,5.98e-06,0.111,-10.375,0.0407,110.797,5,0.449,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37026,11,6582,2548,48,0.948,0.603,181759,0.28600000000000003,0.0,0.0976,-9.989,0.0542,103.332,5,0.51,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
37125,11,265,64816,46,0.642,0.353,209787,0.263,2.82e-05,0.0907,-10.141,0.041,84.53,5,0.235,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
37152,11,651,3504,48,0.611,0.396,195866,0.321,0.0,0.0801,-11.402,0.0363,83.33,5,0.117,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
37182,11,4875,57683,53,0.784,0.431,180520,0.458,0.0,0.34700000000000003,-6.475,0.0366,117.713,5,0.258,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37264,11,9004,30244,51,0.929,0.355,212766,0.217,1.16e-05,0.0787,-10.163,0.0367,104.672,5,0.222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37475,11,5542,65444,47,0.748,0.348,236246,0.267,0.032,0.101,-13.617,0.0428,169.38299999999995,5,0.306,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
37570,11,8450,60928,43,0.936,0.515,235960,0.0686,0.000129,0.117,-17.61,0.0401,113.185,5,0.33,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37703,11,6976,30490,43,0.799,0.15,181159,0.311,7.87e-05,0.076,-12.018,0.0329,165.08599999999996,5,0.035,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37799,11,6976,9178,46,0.439,0.452,185653,0.32,0.0,0.194,-10.879,0.14,83.446,5,0.335,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37810,11,5095,33001,44,0.833,0.5660000000000001,177360,0.244,0.935,0.125,-15.977,0.0536,113.79,5,0.207,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37865,11,5147,80493,49,0.894,0.652,160400,0.17800000000000002,1.4e-06,0.14300000000000002,-8.627,0.0853,112.678,5,0.321,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37916,11,3019,74387,42,0.0272,0.503,239053,0.639,1.57e-05,0.101,-8.062999999999999,0.0453,133.311,5,0.152,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38123,11,9631,46880,45,0.599,0.393,163347,0.362,0.0,0.333,-14.601,0.0305,107.645,5,0.515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
38150,11,219,32796,44,0.961,0.433,171453,0.234,0.000196,0.112,-11.215,0.0437,205.273,5,0.522,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
38170,11,6561,93068,43,0.499,0.5770000000000001,189093,0.488,7.79e-05,0.142,-8.603,0.203,97.994,5,0.444,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38342,11,9850,10924,48,0.562,0.565,196507,0.485,2.04e-06,0.217,-11.136,0.0539,117.781,5,0.918,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38406,11,10542,22639,44,0.923,0.409,219947,0.209,0.0005690000000000001,0.133,-13.452,0.0331,130.015,5,0.289,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
38525,11,7698,51971,23,0.974,0.546,203513,0.0629,0.000134,0.124,-16.885,0.0474,121.92,5,0.214,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
38554,11,3734,22383,48,0.523,0.551,221733,0.489,0.0854,0.101,-9.363,0.0312,158.16,5,0.237,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38582,11,10535,101083,44,0.969,0.353,154696,0.0124,0.00763,0.114,-21.585,0.0367,81.23,5,0.135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38631,11,2886,13060,43,0.565,0.32299999999999995,184800,0.28600000000000003,0.0,0.956,-12.884,0.0427,112.418,5,0.29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38739,11,2552,29258,49,0.0264,0.468,205826,0.653,0.0050100000000000006,0.112,-8.609,0.0433,115.31,5,0.297,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38772,11,498,68338,51,0.69,0.483,229613,0.487,0.0,0.108,-6.376,0.158,108.944,5,0.298,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38777,11,8090,101869,40,0.905,0.6920000000000001,71760,0.0967,0.0,0.29600000000000004,-16.483,0.345,86.02600000000002,5,0.713,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
38781,11,454,82163,46,0.0169,0.418,234093,0.664,0.000482,0.14400000000000002,-5.457000000000002,0.0346,128.014,5,0.111,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38852,11,6582,89930,44,0.914,0.45,209240,0.321,0.0,0.117,-9.728,0.0357,104.527,5,0.423,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
38930,11,3258,30574,40,0.797,0.19,192827,0.226,0.000146,0.358,-13.461,0.04,56.362,5,0.191,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38943,11,9845,40558,47,0.596,0.239,129613,0.564,0.0,0.7040000000000001,-6.544,0.035,77.58,5,0.642,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
38958,11,651,55900,43,0.91,0.377,225840,0.0807,5.59e-06,0.101,-16.525,0.0401,59.847,5,0.311,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39024,11,8754,98293,44,0.77,0.168,214093,0.368,0.938,0.312,-17.304000000000002,0.0608,85.37700000000002,5,0.3720000000000001,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
39026,11,10998,12588,45,0.526,0.245,195000,0.189,0.944,0.111,-22.513,0.0341,67.149,5,0.0951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
39045,11,122,93056,38,0.623,0.713,138200,0.526,0.0,0.0634,-6.895,0.0684,89.685,5,0.882,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
39081,11,7991,3707,40,0.914,0.643,217147,0.265,0.0465,0.109,-11.95,0.0566,149.475,5,0.47,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
39135,11,7445,100263,41,0.777,0.725,214227,0.302,3.18e-06,0.116,-12.137,0.0511,136.616,5,0.69,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39262,11,4605,55759,39,0.332,0.596,200680,0.35,4.11e-06,0.247,-10.67,0.0328,78.289,5,0.493,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
39427,11,9004,67291,43,0.957,0.399,238377,0.211,0.0,0.0672,-12.976,0.0448,133.279,5,0.316,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
39530,11,9772,19972,42,0.893,0.237,207253,0.535,4.74e-06,0.701,-10.352,0.0812,164.977,5,0.389,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
39552,11,4549,101652,39,0.8079999999999999,0.517,120973,0.0712,2.62e-06,0.08800000000000001,-22.619,0.0429,82.919,5,0.674,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
39559,11,8695,9806,36,0.985,0.287,185680,0.123,1.1e-06,0.0878,-14.809,0.0437,80.02199999999998,5,0.23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39593,11,3294,95827,44,0.19,0.588,158785,0.399,0.000215,0.17600000000000002,-9.517,0.034,150.045,5,0.116,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
39903,12,949,73448,74,0.552,0.556,118361,0.64,0.0,0.215,-7.504,0.445,88.399,5,0.703,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
39961,12,56,73760,78,0.0253,0.614,209107,0.574,3.2e-05,0.38,-7.961,0.466,125.173,5,0.755,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
39975,12,11191,6659,73,0.00671,0.568,197759,0.636,0.0,0.105,-4.265,0.204,113.497,5,0.879,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
40018,12,6717,5276,73,0.44,0.52,230240,0.594,0.0,0.185,-8.81,0.462,129.216,5,0.393,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40041,12,6811,29063,74,0.17,0.545,131674,0.975,0.0,0.145,-3.193,0.454,123.906,5,0.609,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
40115,12,10747,11941,69,0.306,0.449,224893,0.434,2.76e-06,0.633,-11.777,0.243,78.57,5,0.371,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40155,12,5443,73877,66,0.116,0.568,173419,0.643,3.5700000000000014e-05,0.14,-6.035,0.279,103.353,5,0.708,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40164,12,5955,79459,70,0.121,0.578,193243,0.5770000000000001,0.0,0.086,-5.997000000000001,0.202,99.288,5,0.154,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
40168,12,4497,81842,70,0.31,0.596,232573,0.6609999999999999,0.0,0.0847,-6.239,0.226,129.491,5,0.86,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40305,12,10602,16801,68,0.305,0.539,199627,0.8859999999999999,0.0,0.0955,-4.332,0.493,109.016,5,0.562,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40312,12,2793,87627,64,0.0113,0.337,233560,0.853,0.0,0.14,-5.6110000000000015,0.278,101.034,5,0.4270000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40321,12,10602,2822,71,0.0983,0.596,216689,0.557,0.0,0.0565,-7.522,0.134,133.247,5,0.6609999999999999,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
40381,12,8599,84195,69,0.6509999999999999,0.612,181120,0.442,0.0,0.26,-8.874,0.289,119.235,5,0.253,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40508,12,9435,60204,55,0.18600000000000005,0.514,161239,0.613,0.0,0.284,-6.506,0.212,111.913,5,0.439,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40530,12,9435,91927,53,0.000582,0.604,211861,0.5770000000000001,0.0,0.102,-7.647,0.243,120.033,5,0.315,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40594,12,5443,103368,62,0.061,0.703,169412,0.737,0.0,0.18600000000000005,-4.636,0.38,113.299,5,0.7020000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40597,12,3255,85332,69,0.062,0.536,191942,0.721,0.0,0.8240000000000001,-6.44,0.386,117.139,5,0.393,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
40623,12,539,41731,64,0.0074,0.762,215061,0.5329999999999999,0.00173,0.18600000000000005,-9.154,0.0677,114.971,5,0.416,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40723,12,6938,74541,66,0.6920000000000001,0.586,184889,0.404,0.00372,0.0908,-10.402,0.21,90.563,5,0.34700000000000003,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
40760,12,7843,976,61,0.607,0.544,210452,0.446,0.0,0.0923,-11.735,0.536,115.192,5,0.469,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40763,12,2280,21505,66,0.0107,0.573,230713,0.591,0.0,0.455,-6.715,0.331,86.721,5,0.232,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40779,12,3742,102642,64,0.354,0.464,207700,0.545,3.28e-05,0.179,-7.684,0.24,100.349,5,0.401,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40893,12,4493,45071,67,0.195,0.471,192880,0.887,0.0,0.116,-2.445,0.274,139.999,5,0.268,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40953,12,1484,14015,65,0.0303,0.528,199320,0.759,0.0,0.103,-6.476,0.284,183.276,5,0.8009999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
40956,12,11145,71490,65,0.0524,0.523,227773,0.805,0.0,0.0914,-5.473,0.192,125.358,5,0.602,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41014,12,7573,37507,67,0.0727,0.344,212880,0.537,0.000127,0.225,-8.215,0.079,82.87799999999999,5,0.453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41257,12,2891,88768,60,0.513,0.58,104427,0.722,0.0,0.405,-5.686,0.271,47.917,5,0.777,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
41262,12,7459,56945,60,0.56,0.428,177172,0.511,0.0,0.22,-6.988,0.153,143.684,5,0.33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41274,12,3432,32660,64,0.983,0.513,66786,0.131,0.00414,0.12,-12.787,0.467,105.808,5,0.8140000000000001,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
41286,12,5563,31840,61,0.4920000000000001,0.672,176091,0.457,0.0,0.184,-10.647,0.205,86.71700000000001,5,0.596,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
41341,12,3519,66404,61,0.0895,0.5770000000000001,214253,0.488,1.1e-05,0.103,-8.252,0.418,108.238,5,0.115,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
41369,12,75,92229,62,0.303,0.6990000000000001,168493,0.43,0.0,0.11,-8.641,0.111,120.025,5,0.39,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
41398,12,11145,91603,62,0.0265,0.565,210467,0.585,0.0,0.274,-5.723,0.0536,140.8,5,0.259,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
41447,12,7096,14003,60,0.129,0.515,192800,0.626,0.0,0.128,-5.723,0.161,126.292,5,0.193,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41454,12,4794,83061,60,0.0847,0.685,236080,0.8,0.0,0.092,-6.564,0.298,120.226,5,0.483,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
41485,12,4334,5936,61,0.21,0.57,174430,0.725,0.0,0.225,-6.765,0.273,111.625,5,0.6829999999999999,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41496,12,7997,93695,60,0.0518,0.674,170240,0.578,0.0055,0.72,-8.767999999999999,0.298,112.265,5,0.163,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
41536,12,3339,80817,60,0.0312,0.449,222265,0.688,1.28e-05,0.108,-7.776,0.29,125.085,5,0.445,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
41601,12,5931,63236,61,0.118,0.624,196448,0.72,0.0,0.54,-5.894,0.139,100.613,5,0.354,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
41646,12,4421,88096,58,0.0195,0.741,182582,0.606,0.000333,0.337,-7.832999999999998,0.253,108.126,5,0.455,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41747,12,96,90125,60,0.52,0.573,216080,0.398,0.0,0.113,-9.372,0.114,124.073,5,0.436,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41765,12,5563,17070,60,0.326,0.5720000000000001,192082,0.711,0.0,0.106,-4.977,0.423,119.995,5,0.445,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
